CustomerID,Gender,Age,Under30,SeniorCitizen,Married,Dependents,NumberofDependents,Country,State,City,ZipCode,Latitude,Longitude,Population,Quarter,ReferredaFriend,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,CustomerStatus,ChurnLabel,ChurnScore,CLTV,ChurnCategory,ChurnReason
6015-VVHHE,Female,68,No,Yes,No,No,0,United States,California,Los Angeles,90039,34.110845,-118.259595,29310,Q3,No,0,5,,Yes,41.83,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.15,446.05,0.0,0,209.15,655.2,3,Churned,Yes,96,2516,Dissatisfaction,Service dissatisfaction
2516-VQRRV,Female,77,No,Yes,No,No,0,United States,California,Culver City,90230,33.993991,-118.39704,31963,Q3,No,0,2,,Yes,23.46,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.45,158.4,0.0,0,46.92,205.32,3,Churned,Yes,65,3350,Price,Long distance charges
7580-UGXNC,Female,73,No,Yes,No,No,0,United States,California,Culver City,90232,34.019323,-118.391902,15195,Q3,No,0,2,,Yes,25.74,No,Yes,DSL,6,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.85,104.2,0.0,0,51.48,155.68,1,Churned,Yes,96,3016,Price,Extra data charges
5178-LMXOP,Male,71,No,Yes,Yes,No,0,United States,California,Gardena,90248,33.876482,-118.284077,9960,Q3,Yes,1,1,,Yes,4.89,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,95.1,0.0,0,4.89,99.99,1,Churned,Yes,70,5795,Price,Price too high
7056-IMHCC,Male,69,No,Yes,Yes,No,0,United States,California,Torrance,90501,33.833699,-118.314387,40705,Q3,Yes,1,53,Offer B,Yes,7.94,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,5549.4,0.0,0,420.82,5970.22,1,Churned,Yes,94,5884,Price,Price too high
8749-JMNKX,Male,80,No,Yes,Yes,No,0,United States,California,Montebello,90640,34.015217,-118.109962,62425,Q3,Yes,1,51,Offer B,Yes,22.14,Yes,Yes,Fiber Optic,30,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,0.0,0,1129.14,5880.09,1,Churned,Yes,83,4788,Dissatisfaction,Limited range of services
0917-EZOLA,Male,66,No,Yes,Yes,No,0,United States,California,Lakewood,90713,33.847755,-118.112532,27563,Q3,No,0,72,,Yes,6.03,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.15,7689.95,0.0,0,434.16,8124.11,3,Churned,Yes,74,5925,Price,Extra data charges
8414-MYSHR,Male,79,No,Yes,No,No,0,United States,California,Arcadia,91007,34.128284,-118.047732,30933,Q3,No,0,5,,Yes,4.59,No,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,449.75,0.0,0,22.95,472.7,1,Churned,Yes,78,2834,Dissatisfaction,Network reliability
4988-IQIGL,Male,80,No,Yes,No,No,0,United States,California,Canoga Park,91304,34.224377,-118.632656,49242,Q3,No,0,1,,Yes,28.49,Yes,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0.0,0,28.49,103.84,3,Churned,Yes,92,4403,Attitude,Attitude of support person
4706-AXVKM,Female,78,No,Yes,No,No,0,United States,California,Stevenson Ranch,91381,34.364153,-118.615583,9937,Q3,No,0,11,,Yes,4.1,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.8,906.85,0.0,0,45.1,951.95,2,Churned,Yes,67,5118,Price,Extra data charges
5889-JTMUL,Female,67,No,Yes,Yes,No,0,United States,California,Castaic,91384,34.506627,-118.699048,22177,Q3,Yes,1,50,Offer B,Yes,31.56,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,4888.7,0.0,50,1578.0,6516.7,3,Churned,Yes,92,5863,Price,Price too high
9026-RNUJS,Male,73,No,Yes,No,No,0,United States,California,Van Nuys,91401,34.178483,-118.431791,40376,Q3,No,0,5,,Yes,18.69,No,Yes,DSL,28,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.35,237.25,0.0,0,93.45,330.7,1,Churned,Yes,81,4618,Dissatisfaction,Product dissatisfaction
1624-NALOJ,Male,75,No,Yes,No,No,0,United States,California,North Hollywood,91605,34.207295,-118.400022,57146,Q3,No,0,5,,Yes,36.36,Yes,Yes,Fiber Optic,12,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,502.6,0.0,0,181.8,684.4,1,Churned,Yes,88,2960,Other,Moved
6210-KBBPI,Male,67,No,Yes,No,No,0,United States,California,West Covina,91790,34.066964,-117.937007,44099,Q3,No,0,9,,Yes,10.66,Yes,Yes,Fiber Optic,15,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.45,919.4,0.0,0,95.94,1015.34,1,Churned,Yes,93,2313,Competitor,Competitor had better devices
2260-USTRB,Female,75,No,Yes,No,No,0,United States,California,Campo,91906,32.673483,-116.472863,3133,Q3,No,0,2,,Yes,9.55,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,115.95,0.0,0,19.1,135.05,1,Churned,Yes,67,2767,Competitor,Competitor offered more data
8623-TMRBY,Male,80,No,Yes,Yes,No,0,United States,California,Chula Vista,91915,32.605012,-116.97595,9278,Q3,Yes,2,51,Offer B,Yes,43.58,Yes,Yes,Cable,22,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,0.0,0,2222.58,6368.63,2,Churned,Yes,74,6245,Competitor,Competitor offered more data
6900-PXRMS,Male,72,No,Yes,Yes,No,0,United States,California,Spring Valley,91978,32.730264,-116.950963,7863,Q3,No,0,26,Offer C,Yes,1.26,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.75,2710.25,0.0,90,32.76,2833.01,1,Churned,Yes,91,3157,Dissatisfaction,Product dissatisfaction
3346-BRMIS,Female,70,No,Yes,Yes,No,0,United States,California,Bonsall,92003,33.290907,-117.202895,3849,Q3,Yes,1,18,,No,0.0,No,Yes,DSL,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.35,810.7,0.0,0,0.0,810.7,2,Churned,Yes,92,2167,Dissatisfaction,Service dissatisfaction
2722-JMONI,Female,73,No,Yes,Yes,No,0,United States,California,Escondido,92029,33.079834,-117.134275,17944,Q3,Yes,1,1,Offer E,Yes,24.24,No,Yes,Cable,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,0.0,0,24.24,73.79,1,Churned,Yes,76,4989,Dissatisfaction,Limited range of services
7579-OOPEC,Female,75,No,Yes,Yes,No,0,United States,California,Pala,92059,33.384345,-117.072619,1831,Q3,Yes,1,2,Offer E,Yes,6.86,No,Yes,DSL,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.15,115.1,0.0,0,13.72,128.82,1,Churned,Yes,78,5461,Competitor,Competitor had better devices
1771-OADNZ,Male,70,No,Yes,Yes,No,0,United States,California,Pauma Valley,92061,33.313828,-116.940501,2615,Q3,Yes,1,29,Offer C,Yes,35.38,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.9,2745.2,0.0,50,1026.02,3821.22,3,Churned,Yes,95,2151,Price,Extra data charges
0612-RTZZA,Female,77,No,Yes,No,No,0,United States,California,Vista,92084,33.22784,-117.200024,44692,Q3,No,0,1,Offer E,No,0.0,No,Yes,DSL,15,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,25.25,0.0,0,0.0,25.25,2,Churned,Yes,87,4628,Price,Price too high
4433-JCGCG,Male,80,No,Yes,Yes,No,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,Q3,Yes,1,46,Offer B,Yes,5.36,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,4680.05,0.0,0,246.56,4926.61,1,Churned,Yes,88,2436,Competitor,Competitor made better offer
9488-HGMJH,Female,78,No,Yes,No,No,0,United States,California,Indian Wells,92210,33.537646,-116.291089,3873,Q3,No,0,1,Offer E,Yes,24.75,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.15,71.15,0.0,20,24.75,115.9,3,Churned,Yes,85,5287,Competitor,Competitor made better offer
4818-QIUFN,Female,69,No,Yes,No,No,0,United States,California,Desert Hot Springs,92241,33.832799,-116.250973,5529,Q3,No,0,20,,Yes,11.82,Yes,Yes,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,1520.9,0.0,0,236.4,1757.3,1,Churned,Yes,95,4997,Attitude,Attitude of support person
6961-VCPMC,Male,71,No,Yes,Yes,No,0,United States,California,North Palm Springs,92258,33.906496,-116.569499,732,Q3,Yes,1,46,Offer B,Yes,48.62,No,Yes,Fiber Optic,3,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,80.4,3605.2,0.0,20,2236.52,5861.72,3,Churned,Yes,75,4876,Competitor,Competitor offered more data
4424-TKOPW,Male,70,No,Yes,No,No,0,United States,California,Crestline,92325,34.248061,-117.29028,10484,Q3,No,0,2,,Yes,25.19,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,196.75,0.0,0,50.38,247.13,1,Churned,Yes,70,4998,Price,Lack of affordable download/upload speed
4201-JMNGR,Female,66,No,Yes,No,No,0,United States,California,Lucerne Valley,92356,34.508417,-116.856103,5256,Q3,No,0,1,Offer E,Yes,26.22,No,Yes,Cable,22,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.8,55.8,0.0,0,26.22,82.02,1,Churned,Yes,87,5527,Dissatisfaction,Service dissatisfaction
1866-RZZQS,Male,77,No,Yes,No,No,0,United States,California,Redlands,92373,34.003243,-117.138286,31230,Q3,No,0,41,Offer B,Yes,42.06,Yes,Yes,Fiber Optic,21,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.4,4187.75,0.0,0,1724.46,5912.21,1,Churned,Yes,91,2169,Competitor,Competitor had better devices
8631-NBHFZ,Male,71,No,Yes,Yes,No,0,United States,California,Running Springs,92382,34.186211,-117.07683,5395,Q3,Yes,1,66,,Yes,30.03,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.4,5154.6,0.0,150,1981.98,7286.58,1,Churned,Yes,73,5910,Competitor,Competitor offered higher download speeds
4958-XCBDQ,Male,68,No,Yes,No,No,0,United States,California,Victorville,92394,34.567058,-117.362329,12083,Q3,No,0,35,Offer C,Yes,39.69,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3496.3,0.0,0,1389.15,4885.45,3,Churned,Yes,92,3689,Competitor,Competitor offered more data
8337-UPOAQ,Male,71,No,Yes,Yes,No,0,United States,California,Wrightwood,92397,34.358321,-117.618263,4253,Q3,No,0,10,,Yes,16.88,Yes,Yes,Fiber Optic,24,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,914.3,0.0,0,168.8,1083.1,2,Churned,Yes,76,5124,Competitor,Competitor made better offer
6712-OAWRH,Female,79,No,Yes,No,No,0,United States,California,San Bernardino,92408,34.084909,-117.258107,12149,Q3,No,0,26,Offer C,Yes,34.69,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.25,2351.8,0.0,0,901.94,3253.74,3,Churned,Yes,76,5154,Attitude,Attitude of support person
5914-DVBWJ,Female,80,No,Yes,No,No,0,United States,California,Riverside,92508,33.885499,-117.324959,17147,Q3,No,0,18,,Yes,2.36,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,1505.85,0.0,0,42.48,1548.33,1,Churned,Yes,91,5145,Competitor,Competitor offered more data
8644-XLFBW,Male,65,No,Yes,No,No,0,United States,California,Lake Elsinore,92532,33.705836,-117.318204,4546,Q3,No,0,1,Offer E,Yes,28.46,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,0.0,0,28.46,100.11,2,Churned,Yes,84,5674,Competitor,Competitor offered more data
1833-VGRUM,Female,70,No,Yes,No,No,0,United States,California,Perris,92570,33.787298,-117.320676,36817,Q3,No,0,1,Offer E,Yes,48.95,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,74.2,0.0,0,48.95,123.15,2,Churned,Yes,71,4684,Price,Price too high
8374-XGEJJ,Male,68,No,Yes,Yes,No,0,United States,California,Temecula,92590,33.475493,-117.219551,3070,Q3,Yes,8,43,Offer B,Yes,31.25,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,101.0,4388.4,0.0,150,1343.75,5882.15,1,Churned,Yes,87,3123,Dissatisfaction,Product dissatisfaction
6946-LMSQS,Male,80,No,Yes,Yes,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,Yes,3,25,Offer C,Yes,33.63,Yes,Yes,Fiber Optic,25,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.05,2177.45,0.0,0,840.75,3018.2,1,Churned,Yes,90,2673,Competitor,Competitor made better offer
4039-HEUNW,Male,77,No,Yes,Yes,No,0,United States,California,Irvine,92620,33.716136,-117.752574,26419,Q3,Yes,1,36,,Yes,16.61,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,3436.1,0.0,0,597.96,4034.06,3,Churned,Yes,82,4652,Price,Lack of affordable download/upload speed
0812-WUPTB,Male,65,No,Yes,Yes,No,0,United States,California,Corona Del Mar,92625,33.600987,-117.862734,13422,Q3,Yes,1,1,Offer E,Yes,49.6,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.85,70.85,0.0,0,49.6,120.45,2,Churned,Yes,69,3022,Price,Long distance charges
2403-BCASL,Male,66,No,Yes,Yes,No,0,United States,California,Santa Ana,92705,33.766004,-117.786763,44117,Q3,Yes,1,41,Offer B,Yes,45.04,Yes,Yes,Cable,29,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,4534.9,0.0,0,1846.64,6381.54,2,Churned,Yes,93,3711,Other,Don't know
3871-IKPYH,Male,70,No,Yes,No,No,0,United States,California,Camarillo,93010,34.227846,-119.079903,42853,Q3,No,0,1,,Yes,16.19,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.1,69.1,0.0,0,16.19,85.29,3,Churned,Yes,83,2767,Other,Moved
1304-NECVQ,Female,69,No,Yes,No,No,0,United States,California,Somis,93066,34.297628,-119.014627,2966,Q3,No,0,2,Offer E,Yes,43.96,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,149.55,0.0,0,87.92,237.47,2,Churned,Yes,92,5203,Competitor,Competitor made better offer
5655-JSMZM,Male,66,No,Yes,No,No,0,United States,California,Coalinga,93210,36.186867,-120.387793,18036,Q3,No,0,49,Offer B,Yes,32.36,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,4718.25,0.0,0,1585.64,6303.89,2,Churned,Yes,74,5904,Attitude,Attitude of support person
4505-EXZHB,Female,75,No,Yes,No,No,0,United States,California,Ducor,93218,35.846067,-119.004073,823,Q3,No,0,6,Offer E,Yes,8.91,No,Yes,Fiber Optic,27,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,434.1,0.0,20,53.46,507.56,1,Churned,Yes,91,3964,Competitor,Competitor offered more data
8972-HJWNV,Female,75,No,Yes,Yes,No,0,United States,California,Huron,93234,36.217864,-120.080117,6918,Q3,Yes,1,7,Offer E,Yes,21.43,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,646.85,0.0,0,150.01,796.86,1,Churned,Yes,80,5245,Competitor,Competitor made better offer
2860-RANUS,Female,67,No,Yes,No,No,0,United States,California,Mc Kittrick,93251,35.38381,-119.730885,302,Q3,No,0,20,Offer D,Yes,29.29,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.8,1727.5,0.0,0,585.8,2313.3,1,Churned,Yes,75,3336,Price,Price too high
0406-BPDVR,Female,75,No,Yes,Yes,No,0,United States,California,Visalia,93277,36.303793,-119.375646,44741,Q3,No,0,54,Offer B,Yes,33.49,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.5,5373.1,0.0,0,1808.46,7181.56,2,Churned,Yes,68,6405,Price,Lack of affordable download/upload speed
5276-KQWHG,Female,74,No,Yes,No,No,0,United States,California,Woody,93287,35.710244,-118.881679,88,Q3,No,0,2,Offer E,Yes,15.32,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,131.65,0.0,0,30.64,162.29,3,Churned,Yes,74,4596,Price,Extra data charges
9667-EQRXU,Female,74,No,Yes,No,No,0,United States,California,Boron,93516,34.95703,-117.73045,2241,Q3,No,0,30,,No,0.0,No,Yes,Cable,7,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,40.3,1172.95,0.0,100,0.0,1272.95,2,Churned,Yes,94,3016,Other,Don't know
0946-CLJTI,Male,67,No,Yes,Yes,No,0,United States,California,Palmdale,93551,34.613476,-118.256358,34045,Q3,Yes,1,58,Offer B,Yes,3.18,Yes,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,5812.6,0.0,0,184.44,5997.04,1,Churned,Yes,91,4662,Competitor,Competitor had better devices
0324-BRPCJ,Female,74,No,Yes,Yes,No,0,United States,California,Palmdale,93591,34.598221,-117.79593,6787,Q3,Yes,1,68,,Yes,21.33,Yes,Yes,Cable,24,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,6851.65,0.0,0,1450.44,8302.09,1,Churned,Yes,70,4481,Competitor,Competitor offered more data
9189-JWSHV,Female,69,No,Yes,Yes,No,0,United States,California,Helm,93627,36.520537,-120.118055,152,Q3,Yes,1,24,,Yes,13.38,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,2264.05,0.0,0,321.12,2585.17,2,Churned,Yes,91,4937,Price,Price too high
0576-WNXXC,Male,70,No,Yes,Yes,No,0,United States,California,Parlier,93648,36.622237,-119.521126,12587,Q3,Yes,1,27,,Yes,39.49,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,2510.2,0.0,0,1066.23,3576.43,1,Churned,Yes,75,2999,Dissatisfaction,Service dissatisfaction
5482-PLVPE,Female,79,No,Yes,No,No,0,United States,California,Daly City,94014,37.691561,-122.445202,47453,Q3,No,0,2,,No,0.0,No,Yes,DSL,11,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.35,41.85,0.0,0,0.0,41.85,1,Churned,Yes,72,3278,Competitor,Competitor had better devices
4902-OHLSK,Female,76,No,Yes,No,No,0,United States,California,Half Moon Bay,94019,37.45567,-122.407992,17929,Q3,No,0,29,,Yes,20.98,Yes,Yes,Fiber Optic,16,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,98.65,2862.75,0.0,0,608.42,3471.17,1,Churned,Yes,93,4235,Attitude,Attitude of support person
0495-ZBNGW,Male,78,No,Yes,Yes,No,0,United States,California,Loma Mar,94021,37.266388,-122.26308,148,Q3,Yes,1,5,,Yes,6.66,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.9,343.95,0.0,20,33.3,397.25,2,Churned,Yes,90,4324,Competitor,Competitor offered more data
2357-COQEK,Female,79,No,Yes,No,No,0,United States,California,Atherton,94027,37.454924,-122.203168,6876,Q3,No,0,28,,Yes,28.14,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.3,2890.65,0.0,0,787.92,3678.57,2,Churned,Yes,78,4136,Competitor,Competitor made better offer
2034-CGRHZ,Male,73,No,Yes,No,No,0,United States,California,San Francisco,94104,37.791222,-122.402241,384,Q3,No,0,24,,Yes,3.23,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.95,2496.7,0.0,0,77.52,2574.22,3,Churned,Yes,66,5245,Attitude,Attitude of support person
9360-AHGNL,Female,74,No,Yes,Yes,No,0,United States,California,Concord,94519,37.990118,-122.012188,18650,Q3,Yes,7,43,Offer B,Yes,8.75,Yes,Yes,Fiber Optic,13,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109.55,4830.25,0.0,0,376.25,5206.5,2,Churned,Yes,69,5863,Dissatisfaction,Limited range of services
5485-WUYWF,Male,73,No,Yes,No,No,0,United States,California,Crockett,94525,38.049292,-122.228415,3193,Q3,No,0,2,,Yes,5.57,No,Yes,Cable,24,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,66.4,94.55,0.0,0,11.14,105.69,1,Churned,Yes,87,4522,Price,Long distance charges
2632-UCGVD,Male,71,No,Yes,Yes,No,0,United States,California,Fairfield,94533,38.287136,-122.02711,77683,Q3,Yes,6,66,,Yes,49.85,Yes,Yes,Fiber Optic,14,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,100.05,6871.9,0.0,0,3290.1,10162.0,2,Churned,Yes,72,4512,Price,Extra data charges
6425-YQLLO,Female,68,No,Yes,Yes,No,0,United States,California,Pinole,94564,37.996462,-122.293716,16717,Q3,Yes,1,66,,Yes,27.75,Yes,Yes,Fiber Optic,11,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,105.95,6975.25,0.0,0,1831.5,8806.75,2,Churned,Yes,86,6117,Other,Don't know
2091-RFFBA,Female,70,No,Yes,No,No,0,United States,California,Port Costa,94569,38.035707,-122.196821,173,Q3,No,0,31,,Yes,15.43,Yes,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.9,2217.15,0.0,0,478.33,2695.48,1,Churned,Yes,75,2560,Attitude,Attitude of support person
6899-PPEEA,Female,66,No,Yes,No,No,0,United States,California,Vallejo,94590,38.104705,-122.247387,37218,Q3,No,0,37,,Yes,3.3,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,3580.3,0.0,0,122.1,3702.4,2,Churned,Yes,81,4448,Attitude,Attitude of service provider
4597-NUCQV,Male,65,No,Yes,No,No,0,United States,California,Oakland,94601,37.776523,-122.219268,54876,Q3,No,0,24,,Yes,28.98,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,2440.15,0.0,0,695.52,3135.67,3,Churned,Yes,87,4287,Attitude,Attitude of support person
3754-DXMRT,Male,78,No,Yes,No,No,0,United States,California,San Pablo,94806,37.980269,-122.342635,55720,Q3,No,0,2,,Yes,43.66,No,Yes,DSL,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.15,92.65,0.0,0,87.32,179.97,2,Churned,Yes,86,5655,Attitude,Attitude of support person
7130-VTEWQ,Female,74,No,Yes,No,No,0,United States,California,San Rafael,94903,38.018065,-122.546024,28403,Q3,No,0,8,,Yes,13.8,Yes,Yes,Fiber Optic,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,606.25,0.0,0,110.4,716.65,3,Churned,Yes,92,4174,Competitor,Competitor offered more data
7903-CMPEY,Male,78,No,Yes,Yes,No,0,United States,California,Corte Madera,94925,37.924014,-122.511694,9038,Q3,Yes,1,1,,Yes,17.51,Yes,Yes,Fiber Optic,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3,80.3,0.0,0,17.51,97.81,1,Churned,Yes,87,4138,Competitor,Competitor had better devices
1704-NRWYE,Female,79,No,Yes,No,No,0,United States,California,Point Reyes Station,94956,38.060264,-122.830646,1885,Q3,No,0,9,,Yes,43.34,No,Yes,Fiber Optic,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85,751.65,0.0,0,390.06,1141.71,2,Churned,Yes,71,5242,Attitude,Attitude of support person
7481-ATQQS,Female,76,No,Yes,No,No,0,United States,California,Boulder Creek,95006,37.171727,-122.142961,10520,Q3,No,0,49,Offer B,Yes,44.88,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,90.85,4515.85,0.0,0,2199.12,6714.97,2,Churned,Yes,70,5651,Attitude,Attitude of support person
0023-HGHWL,Male,67,No,Yes,No,No,0,United States,California,Morgan Hill,95037,37.161544,-121.649371,41707,Q3,No,0,1,,No,0.0,No,Yes,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.1,25.1,0.0,0,0.0,25.1,3,Churned,Yes,85,5437,Competitor,Competitor made better offer
1792-UXAFY,Female,80,No,Yes,No,No,0,United States,California,San Jose,95110,37.34667,-121.910019,18197,Q3,No,0,17,Offer D,Yes,30.37,No,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,1496.9,0.0,0,516.29,2013.19,1,Churned,Yes,89,5082,Dissatisfaction,Service dissatisfaction
